master_protein	protein_length	protein_description	Intensity.U2OS_1	Intensity.U2OS_2	Intensity.U2OS_3	max
Q9BVL4	669	sp|Q9BVL4|SELO_HUMAN	6.100681	6.2595845	6.809445	6.809445
Q9BVM2	203	sp|Q9BVM2|DPCD_HUMAN	6.03879	6.125221	6.957904	6.957904
Q9BVP2	549	sp|Q9BVP2|GNL3_HUMAN	6.896482	7.170965	7.12274	7.170965
Q9BVQ7	753	sp|Q9BVQ7|SPA5L_HUMAN	6.198712	5.785194	6.815773	6.815773
Q9BVR0	1158	sp|Q9BVR0|HRC23_HUMAN	NA	NA	5.593485	5.593485
Q9BVS4	552	sp|Q9BVS4|RIOK2_HUMAN	6.502959	6.482831	6.8192035	6.8192035
Q9BVS5	477	sp|Q9BVS5|TR61B_HUMAN	NA	6.92557	6.156162	6.92557
Q9BVV6	1533	sp|Q9BVV6|TALD3_HUMAN	NA	NA	6.9271725	6.9271725
Q9BVV7	248	sp|Q9BVV7|TIM21_HUMAN	7.016532	6.6220535	7.3154485	7.3154485
Q9BVW5	301	sp|Q9BVW5|TIPIN_HUMAN	NA	NA	6.871538	6.871538
Q9BVX2	250	sp|Q9BVX2|T106C_HUMAN	5.625148	5.713196	6.705051	6.705051
Q9BW19	673	sp|Q9BW19|KIFC1_HUMAN	6.75287	7.233554	7.315907	7.315907
Q9BW27	656	sp|Q9BW27|NUP85_HUMAN	6.765597	6.881549	7.411869	7.411869
Q9BW60	279	sp|Q9BW60|ELOV1_HUMAN	7.479287	NA	7.3962665	7.479287
Q9BW61	102	sp|Q9BW61|DDA1_HUMAN	6.2155615	7.461528	6.7895605	7.461528
Q9BW62	490	sp|Q9BW62|KATL1_HUMAN	6.4964005	6.0953285	6.380356	6.4964005
Q9BW66	212	sp|Q9BW66|CINP_HUMAN	6.685736	6.54083	6.713114	6.713114
Q9BW71	556	sp|Q9BW71|HIRP3_HUMAN	5.836584	6.4793085	7.532818	7.532818
Q9BW72	106	sp|Q9BW72|HIG2A_HUMAN	NA	6.222378	6.835968	6.835968
Q9BW83	186	sp|Q9BW83|IFT27_HUMAN	6.6559745	6.944147	7.142671	7.142671
Q9BW85	323	sp|Q9BW85|CCD94_HUMAN	6.8153455	7.052308	7.119749	7.119749
Q9BW91	350	sp|Q9BW91|NUDT9_HUMAN	7.2201845	6.931743	7.12658	7.2201845
Q9BW92	718	sp|Q9BW92|SYTM_HUMAN	6.137829	6.289299	6.8865445	6.8865445
Q9BWD1	397	sp|Q9BWD1|THIC_HUMAN	7.19841	7.4369865	7.5698905	7.5698905
Q9BWF3	364	sp|Q9BWF3|RBM4_HUMAN	7.177796	7.689309	7.315886	7.689309
Q9BWH2	189	sp|Q9BWH2|FUND2_HUMAN	7.071336	6.6737755	7.6040505	7.6040505
Q9BWH6	1393	sp|Q9BWH6|RPAP1_HUMAN	6.0996895	6.459453	6.934297	6.934297
Q9BWJ5	86	sp|Q9BWJ5|SF3B5_HUMAN	7.58237	7.194487	7.683905	7.683905
Q9BWM7	325	sp|Q9BWM7|SFXN3_HUMAN	7.337739	7.444279	7.67939	7.67939
Q9BWN1	585	sp|Q9BWN1|PRR14_HUMAN	6.859894	NA	NA	6.859894
Q9BWS9	393	sp|Q9BWS9|CHID1_HUMAN	6.012753	5.9543565	6.817653	6.817653
Q9BWT1	371	sp|Q9BWT1|CDCA7_HUMAN	NA	NA	5.835272	5.835272
Q9BWT3	736	sp|Q9BWT3|PAPOG_HUMAN	6.241323	NA	6.882151	6.882151
Q9BWT7	1032	sp|Q9BWT7|CAR10_HUMAN	6.361293	NA	6.4158645	6.4158645
Q9BWU0	796	sp|Q9BWU0|NADAP_HUMAN	6.7584665	6.770698	7.072397	7.072397
Q9BX10	602	sp|Q9BX10|GTPB2_HUMAN	NA	5.864327	6.091069	6.091069
Q9BX40	385	sp|Q9BX40|LS14B_HUMAN	6.9048725	6.838924	7.271447	7.271447
Q9BX63	1249	sp|Q9BX63|FANCJ_HUMAN	6.084355	5.743674	6.216403	6.216403
Q9BX66	1292	sp|Q9BX66|SRBS1_HUMAN	5.756925	6.315445	6.4899515	6.4899515
Q9BX67	310	sp|Q9BX67|JAM3_HUMAN	5.941099	NA	6.246892	6.246892
Q9BX68	163	sp|Q9BX68|HINT2_HUMAN	7.356332	7.50281	7.436775	7.50281
Q9BX79	667	sp|Q9BX79|STRA6_HUMAN	NA	6.696931	6.343231	6.696931
Q9BX95	441	sp|Q9BX95|SGPP1_HUMAN	6.905396	5.938395	NA	6.905396
Q9BXB4	747	sp|Q9BXB4|OSB11_HUMAN	6.731645	6.404406	7.306575	7.306575
Q9BXB5	764	sp|Q9BXB5|OSB10_HUMAN	6.7742145	6.785244	7.219154	7.219154
Q9BXC9	721	sp|Q9BXC9|BBS2_HUMAN	5.879721	NA	5.8866395	5.8866395
Q9BXF3	1484	sp|Q9BXF3|CECR2_HUMAN	8.50795	NA	9.051384	9.051384
Q9BXF6	653	sp|Q9BXF6|RFIP5_HUMAN	6.337067	5.9776115	6.917259	6.917259
Q9BXI6	508	sp|Q9BXI6|TB10A_HUMAN	6.230857	6.807375	6.8563945	6.8563945
Q9BXJ8	343	sp|Q9BXJ8|T120A_HUMAN	NA	NA	6.794459	6.794459
Q9BXJ9	866	sp|Q9BXJ9|NAA15_HUMAN	6.9153355	7.087036	7.645727	7.645727
Q9BXK1	252	sp|Q9BXK1|KLF16_HUMAN	NA	6.134592	NA	6.134592
Q9BXK5	485	sp|Q9BXK5|B2L13_HUMAN	6.5693735	6.325721	6.807035	6.807035
Q9BXL7	1154	sp|Q9BXL7|CAR11_HUMAN	5.490211	NA	6.139753	6.139753
Q9BXP2	914	sp|Q9BXP2|S12A9_HUMAN	6.499962	NA	6.754562	6.754562
Q9BXP5	876	sp|Q9BXP5|SRRT_HUMAN	7.2302155	7.1114965	7.409223	7.409223
Q9BXR0	403	sp|Q9BXR0|TGT_HUMAN	6.677032	7.008728	7.216298	7.216298
Q9BXS5	423	sp|Q9BXS5|AP1M1_HUMAN	7.458937	7.412562	7.687083	7.687083
Q9BXS6	441	sp|Q9BXS6|NUSAP_HUMAN	7.044969	6.970045	7.295567	7.295567
Q9BXV9	100	sp|Q9BXV9|CN142_HUMAN	NA	6.6241155	7.040127	7.040127
Q9BXW6	950	sp|Q9BXW6|OSBL1_HUMAN	5.814154	NA	5.668552	5.814154
Q9BXW7	423	sp|Q9BXW7|CECR5_HUMAN	6.371751	6.5577175	7.1767025	7.1767025
Q9BXW9	1451	sp|Q9BXW9|FACD2_HUMAN	6.463564	6.952182	7.222743	7.222743
Q9BXY0	300	sp|Q9BXY0|MAK16_HUMAN	7.011528	6.599903	7.4297015	7.4297015
Q9BY11	444	sp|Q9BY11|PACN1_HUMAN	6.64056	NA	NA	6.64056
Q9BY12	1400	sp|Q9BY12|SCAPE_HUMAN	NA	NA	6.064608	6.064608
Q9BY32	194	sp|Q9BY32|ITPA_HUMAN	7.04708	6.843747	7.54113	7.54113
Q9BY41	377	sp|Q9BY41|HDAC8_HUMAN	NA	6.579372	6.889212	6.889212
Q9BY42	306	sp|Q9BY42|RTF2_HUMAN	6.6490825	6.969094	7.1708065	7.1708065
Q9BY43	222	sp|Q9BY43|CHM4A_HUMAN	7.182798	7.563128	7.1986885	7.563128
Q9BY44	585	sp|Q9BY44|EIF2A_HUMAN	7.170643	7.351832	7.915969	7.915969
Q9BY50	192	sp|Q9BY50|SC11C_HUMAN	6.435574	6.7615405	7.187464	7.187464
Q9BY67	442	sp|Q9BY67|CADM1_HUMAN	5.983319	6.8378695	6.8770745	6.8770745
Q9BY77	421	sp|Q9BY77|PDIP3_HUMAN	6.8922215	7.123688	7.2719815	7.2719815
Q9BY89	1806	sp|Q9BY89|K1671_HUMAN	6.4400485	6.527952	6.1350755	6.527952
Q9BYB4	327	sp|Q9BYB4|GNB1L_HUMAN	6.543099	NA	6.692486	6.692486
Q9BYC5	575	sp|Q9BYC5|FUT8_HUMAN	6.587385	6.477012	6.8717085	6.8717085
Q9BYC8	188	sp|Q9BYC8|RM32_HUMAN	6.943717	6.577928	6.783196	6.943717
Q9BYC9	149	sp|Q9BYC9|RM20_HUMAN	6.8736475	6.235352	7.3481625	7.3481625
Q9BYD1	178	sp|Q9BYD1|RM13_HUMAN	6.625117	6.627417	7.347187	7.347187
Q9BYD2	267	sp|Q9BYD2|RM09_HUMAN	6.4380615	7.172246	7.1717735	7.172246
Q9BYD3	311	sp|Q9BYD3|RM04_HUMAN	6.709982	7.2652965	7.075072	7.2652965
Q9BYD6	325	sp|Q9BYD6|RM01_HUMAN	7.186815	7.4201535	7.277564	7.4201535
Q9BYE7	350	sp|Q9BYE7|PCGF6_HUMAN	NA	NA	5.559557	5.559557
Q9BYG3	293	sp|Q9BYG3|MK67I_HUMAN	7.26825	7.4672085	7.559404	7.559404
Q9BYG5	372	sp|Q9BYG5|PAR6B_HUMAN	7.181472	7.342177	6.9034595	7.342177
Q9BYI3	521	sp|Q9BYI3|HYCCI_HUMAN	6.02686	NA	5.952318	6.02686
Q9BYJ4	488	sp|Q9BYJ4|TRI34_HUMAN	NA	NA	6.131811	6.131811
Q9BYJ9	559	sp|Q9BYJ9|YTHD1_HUMAN	6.876397	7.18313	7.3057405	7.3057405
Q9BYK8	2649	sp|Q9BYK8|HELZ2_HUMAN	5.806879	NA	5.933082	5.933082
Q9BYM8	510	sp|Q9BYM8|HOIL1_HUMAN	6.1173025	NA	6.817721	6.817721
Q9BYN0	137	sp|Q9BYN0|SRXN1_HUMAN	6.8397755	7.3155855	6.8852805	7.3155855
Q9BYN8	205	sp|Q9BYN8|RT26_HUMAN	6.6089915	6.4165345	7.175328	7.175328
Q9BYP7	1800	sp|Q9BYP7|WNK3_HUMAN	NA	6.194764	7.69917	7.69917
Q9BYT8	704	sp|Q9BYT8|NEUL_HUMAN	7.009742	7.235175	7.618404	7.618404
Q9BYV8	373	sp|Q9BYV8|CEP41_HUMAN	6.1014985	6.5220695	6.8343975	6.8343975
Q9BYW2	2564	sp|Q9BYW2|SETD2_HUMAN	6.058844	6.459483	6.104111	6.459483
Q9BYX2	928	sp|Q9BYX2|TBD2A_HUMAN	6.0687395	7.0289145	6.7029795	7.0289145
Q9BZ23	570	sp|Q9BZ23|PANK2_HUMAN	6.209113	6.304383	6.3374975	6.3374975
Q9BZ29	2069	sp|Q9BZ29|DOCK9_HUMAN	NA	NA	6.134209	6.134209
Q9BZ67	464	sp|Q9BZ67|FRMD8_HUMAN	5.865732	6.826502	7.06472	7.06472
Q9BZ95	1437	sp|Q9BZ95|NSD3_HUMAN	5.903253	6.644783	6.9595325	6.9595325
Q9BZC7	2435	sp|Q9BZC7|ABCA2_HUMAN	NA	NA	5.84462	5.84462
Q9BZD4	464	sp|Q9BZD4|NUF2_HUMAN	7.0788495	6.470849	7.172688	7.172688
Q9BZE1	423	sp|Q9BZE1|RM37_HUMAN	7.1047605	7.301486	7.5136825	7.5136825
Q9BZE2	481	sp|Q9BZE2|PUS3_HUMAN	6.400555	6.688153	NA	6.688153
Q9BZE4	634	sp|Q9BZE4|NOG1_HUMAN	6.98788	7.184436	7.591487	7.591487
Q9BZE9	553	sp|Q9BZE9|ASPC1_HUMAN	6.681874	6.4485255	7.157819	7.157819
Q9BZF1	889	sp|Q9BZF1|OSBL8_HUMAN	6.592321	7.087675	7.0707945	7.087675
Q9BZF2	842	sp|Q9BZF2|OSBL7_HUMAN	NA	NA	6.507464	6.507464
Q9BZF3	934	sp|Q9BZF3|OSBL6_HUMAN	5.874801	6.827983	6.5609115	6.827983
Q9BZF9	1416	sp|Q9BZF9|UACA_HUMAN	6.336958	6.387541	6.828699	6.828699
Q9BZG1	259	sp|Q9BZG1|RAB34_HUMAN	7.406114	7.0500805	7.655051	7.655051
Q9BZG8	443	sp|Q9BZG8|DPH1_HUMAN	6.426092	6.371345	6.933503	6.933503
Q9BZH6	1224	sp|Q9BZH6|WDR11_HUMAN	6.492366	6.775887	7.22472	7.22472
Q9BZI7	483	sp|Q9BZI7|REN3B_HUMAN	6.14123	7.101713	6.9553875	7.101713
Q9BZJ0	848	sp|Q9BZJ0|CRNL1_HUMAN	6.6367695	6.708251	7.200541	7.200541
Q9BZK7	514	sp|Q9BZK7|TBL1R_HUMAN	6.813107	7.004869	7.090117	7.090117
Q9BZL1	73	sp|Q9BZL1|UBL5_HUMAN	7.596795	6.653135	7.9640725	7.9640725
Q9BZL4	782	sp|Q9BZL4|PP12C_HUMAN	NA	NA	6.740702	6.740702
Q9BZL6	878	sp|Q9BZL6|KPCD2_HUMAN	6.081275	6.581153	6.5593255	6.581153
Q9BZM5	246	sp|Q9BZM5|N2DL2_HUMAN	NA	NA	6.826379	6.826379
Q9BZQ6	932	sp|Q9BZQ6|EDEM3_HUMAN	NA	6.085719	6.716871	6.716871
Q9BZV1	441	sp|Q9BZV1|UBXN6_HUMAN	6.8076685	6.6443	7.074555	7.074555
Q9BZX2	261	sp|Q9BZX2|UCK2_HUMAN	7.0230775	6.904948	7.4232265	7.4232265
Q9BZZ5	524	sp|Q9BZZ5|API5_HUMAN	7.34339	7.122387	7.8276155	7.8276155
Q9C000	1473	sp|Q9C000|NLRP1_HUMAN	NA	NA	6.763173	6.763173
Q9C005	99	sp|Q9C005|DPY30_HUMAN	7.114277	6.402674	7.1077065	7.114277
Q9C010	78	sp|Q9C010|IPKB_HUMAN	6.486756	NA	NA	6.486756
Q9C035	493	sp|Q9C035|TRIM5_HUMAN	6.587711	6.488678	7.0408	7.0408
Q9C037	500	sp|Q9C037|TRIM4_HUMAN	NA	NA	6.508018	6.508018
Q9C040	744	sp|Q9C040|TRIM2_HUMAN	5.928401	NA	6.654917	6.654917
Q9C086	356	sp|Q9C086|IN80B_HUMAN	6.021933	5.968627	6.493848	6.493848
Q9C099	1032	sp|Q9C099|LRCC1_HUMAN	NA	7.315067	6.584307	7.315067
Q9C0B0	810	sp|Q9C0B0|UNK_HUMAN	5.920765	6.3559545	6.6693855	6.6693855
Q9C0B1	505	sp|Q9C0B1|FTO_HUMAN	6.8756905	6.582688	7.432985	7.432985
Q9C0B5	715	sp|Q9C0B5|ZDHC5_HUMAN	6.7381045	NA	NA	6.7381045
Q9C0B7	1094	sp|Q9C0B7|TNG6_HUMAN	6.555675	5.628236	6.735958	6.735958
Q9C0B9	1178	sp|Q9C0B9|ZCHC2_HUMAN	5.717362	NA	NA	5.717362
Q9C0C2	1729	sp|Q9C0C2|TB182_HUMAN	6.774873	6.919659	7.08934	7.08934
Q9C0C4	833	sp|Q9C0C4|SEM4C_HUMAN	6.255827	NA	NA	6.255827
Q9C0C7	1298	sp|Q9C0C7|AMRA1_HUMAN	5.651239	6.4945825	6.42017	6.4945825
Q9C0C9	1292	sp|Q9C0C9|UBE2O_HUMAN	6.805395	7.1927465	7.5247275	7.5247275
Q9C0D3	744	sp|Q9C0D3|ZY11B_HUMAN	6.187098	6.172551	6.462531	6.462531
Q9C0D4	1074	sp|Q9C0D4|Z518B_HUMAN	6.244846	NA	6.636207	6.636207
Q9C0D5	1861	sp|Q9C0D5|TANC1_HUMAN	6.1040225	5.64435	6.879125	6.879125
Q9C0D9	397	sp|Q9C0D9|EPT1_HUMAN	NA	NA	6.480352	6.480352
Q9C0E2	1151	sp|Q9C0E2|XPO4_HUMAN	6.555431	6.2300195	6.7255025	6.7255025
Q9C0E8	428	sp|Q9C0E8|LNP_HUMAN	6.646139	6.7975075	7.098955	7.098955
Q9C0F1	390	sp|Q9C0F1|CEP44_HUMAN	6.335398	6.172048	6.226406	6.335398
Q9C0H2	523	sp|Q9C0H2|TTYH3_HUMAN	5.6233665	6.2465155	7.424326	7.424326
Q9C0H9	1055	sp|Q9C0H9|SRCN1_HUMAN	6.773596	NA	8.054575	8.054575
Q9C0I1	747	sp|Q9C0I1|MTMRC_HUMAN	6.40456	6.363029	7.095414	7.095414
Q9C0J8	1336	sp|Q9C0J8|WDR33_HUMAN	6.9684375	6.7547	7.2252185	7.2252185
Q9C0K0	894	sp|Q9C0K0|BC11B_HUMAN	NA	6.221649	NA	6.221649
Q9GZL7	423	sp|Q9GZL7|WDR12_HUMAN	7.3323835	7.1526125	7.499006	7.499006
Q9GZM5	350	sp|Q9GZM5|YIPF3_HUMAN	6.5396485	6.248443	6.981894	6.981894
Q9GZM7	467	sp|Q9GZM7|TINAL_HUMAN	NA	NA	6.219977	6.219977
Q9GZN1	396	sp|Q9GZN1|ARP6_HUMAN	5.899684	6.303023	6.261572	6.303023
Q9GZN8	174	sp|Q9GZN8|CT027_HUMAN	7.129479	7.4712425	6.7716795	7.4712425
Q9GZP4	211	sp|Q9GZP4|PITH1_HUMAN	7.1135965	7.118834	7.608761	7.608761
Q9GZP8	106	sp|Q9GZP8|IMUP_HUMAN	7.188591	7.311266	6.956479	7.311266
Q9GZP9	239	sp|Q9GZP9|DERL2_HUMAN	6.438843	7.398079	6.993436	7.398079
Q9GZQ3	224	sp|Q9GZQ3|COMD5_HUMAN	NA	6.367535	6.779183	6.779183
Q9GZR1	1112	sp|Q9GZR1|SENP6_HUMAN	6.616108	NA	NA	6.616108
Q9GZR2	422	sp|Q9GZR2|REXO4_HUMAN	7.038342	NA	7.256604	7.256604
Q9GZR7	859	sp|Q9GZR7|DDX24_HUMAN	6.849984	6.5831135	7.086751	7.086751
Q9GZS1	481	sp|Q9GZS1|RPA49_HUMAN	6.8796085	6.975377	7.1937755	7.1937755
Q9GZS3	305	sp|Q9GZS3|WDR61_HUMAN	7.298744	7.2615165	7.3726305	7.3726305
Q9GZT3	109	sp|Q9GZT3|SLIRP_HUMAN	7.484343	7.809875	8.031853	8.031853
Q9GZT4	340	sp|Q9GZT4|SRR_HUMAN	6.133155	6.204662	6.98965	6.98965
Q9GZT6	254	sp|Q9GZT6|CC90B_HUMAN	6.5753195	NA	6.933503	6.933503
Q9GZT8	377	sp|Q9GZT8|NIF3L_HUMAN	6.854352	7.1082705	7.3625295	7.3625295
Q9GZU8	254	sp|Q9GZU8|F192A_HUMAN	6.737743	7.462578	6.987675	7.462578
Q9GZV4	153	sp|Q9GZV4|IF5A2_HUMAN	6.6014505	NA	7.657352	7.657352
Q9GZV5	400	sp|Q9GZV5|WWTR1_HUMAN	6.155791	NA	7.345158	7.345158
Q9GZX9	223	sp|Q9GZX9|TWSG1_HUMAN	6.870591	6.981623	7.830268	7.830268
Q9GZY4	146	sp|Q9GZY4|COA1_HUMAN	6.479676	7.245439	7.0062575	7.245439
Q9GZY6	243	sp|Q9GZY6|NTAL_HUMAN	6.4611605	7.156731	6.4978275	7.156731
Q9GZY8	342	sp|Q9GZY8|MFF_HUMAN	6.482416	7.031815	7.091527	7.091527
Q9GZZ1	169	sp|Q9GZZ1|NAA50_HUMAN	7.335659	7.794453	7.385284	7.794453
Q9GZZ9	404	sp|Q9GZZ9|UBA5_HUMAN	6.8042945	7.230347	7.541292	7.541292
Q9H000	416	sp|Q9H000|MKRN2_HUMAN	6.644527	6.030357	6.831077	6.831077
Q9H008	270	sp|Q9H008|LHPP_HUMAN	6.915342	5.700271	7.155973	7.155973
Q9H019	292	sp|Q9H019|MFR1L_HUMAN	6.125449	6.207984	6.557675	6.557675
Q9H061	195	sp|Q9H061|T126A_HUMAN	7.066885	6.75457	7.40625	7.40625
Q9H063	256	sp|Q9H063|MAF1_HUMAN	NA	NA	6.806607	6.806607
Q9H074	479	sp|Q9H074|PAIP1_HUMAN	7.2278	7.534673	7.411053	7.534673
Q9H078	707	sp|Q9H078|CLPB_HUMAN	6.774678	6.6117685	6.943039	6.943039
Q9H079	304	sp|Q9H079|KTBL1_HUMAN	6.077368	NA	5.66861	6.077368
Q9H081	205	sp|Q9H081|MIS12_HUMAN	6.523208	6.646923	7.058805	7.058805
Q9H082	229	sp|Q9H082|RB33B_HUMAN	6.4393695	6.5232	7.038064	7.038064
Q9H089	658	sp|Q9H089|LSG1_HUMAN	6.909508	6.968315	6.665496	6.968315
Q9H098	131	sp|Q9H098|F107B_HUMAN	7.126943	6.7770075	7.628368	7.628368
Q9H0A0	1025	sp|Q9H0A0|NAT10_HUMAN	7.155882	7.298526	7.8072675	7.8072675
Q9H0A8	199	sp|Q9H0A8|COMD4_HUMAN	6.355375	7.240398	7.623786	7.623786
Q9H0B6	622	sp|Q9H0B6|KLC2_HUMAN	7.0190275	7.3255015	7.334514	7.334514
Q9H0C5	482	sp|Q9H0C5|BTBD1_HUMAN	NA	NA	6.64195	6.64195
Q9H0C8	392	sp|Q9H0C8|ILKAP_HUMAN	6.77813	6.7852045	7.4117905	7.4117905
Q9H0D6	950	sp|Q9H0D6|XRN2_HUMAN	6.9067805	6.971846	7.425371	7.425371
Q9H0E2	274	sp|Q9H0E2|TOLIP_HUMAN	7.076921	7.041432	7.07037	7.076921
Q9H0E3	1048	sp|Q9H0E3|SP130_HUMAN	6.214765	NA	6.660258	6.660258
Q9H0E9	1235	sp|Q9H0E9|BRD8_HUMAN	6.570445	6.7355875	6.831295	6.831295
Q9H0F6	387	sp|Q9H0F6|SHRPN_HUMAN	NA	6.245932	6.815119	6.815119
Q9H0F7	186	sp|Q9H0F7|ARL6_HUMAN	6.2918755	7.054536	6.9207915	7.054536
Q9H0G5	558	sp|Q9H0G5|NSRP1_HUMAN	6.2142305	6.565529	6.898094	6.898094
Q9H0H0	1204	sp|Q9H0H0|INT2_HUMAN	6.011867	6.172719	6.74893	6.74893
Q9H0H5	632	sp|Q9H0H5|RGAP1_HUMAN	6.689949	6.7887725	7.195706	7.195706
Q9H0I2	346	sp|Q9H0I2|ENKD1_HUMAN	NA	NA	5.946973	5.946973
Q9H0J9	701	sp|Q9H0J9|PAR12_HUMAN	6.566319	6.498917	6.791921	6.791921
Q9H0K1	926	sp|Q9H0K1|SIK2_HUMAN	6.064682	6.618006	6.753828	6.753828
Q9H0K6	701	sp|Q9H0K6|PUS7L_HUMAN	NA	6.180613	NA	6.180613
Q9H0L4	616	sp|Q9H0L4|CSTFT_HUMAN	6.564796	6.762308	7.033504	7.033504
Q9H0N5	130	sp|Q9H0N5|PHS2_HUMAN	NA	NA	6.686556	6.686556
Q9H0P0	336	sp|Q9H0P0|5NT3A_HUMAN	6.5032435	6.4363695	7.075216	7.075216
Q9H0Q0	323	sp|Q9H0Q0|FA49A_HUMAN	6.338616	5.89929	6.551267	6.551267
Q9H0R1	490	sp|Q9H0R1|AP5M1_HUMAN	6.011697	6.47426	6.814188	6.814188
Q9H0R3	208	sp|Q9H0R3|TM222_HUMAN	NA	6.133944	NA	6.133944
Q9H0R4	259	sp|Q9H0R4|HDHD2_HUMAN	6.511228	6.23412	7.198217	7.198217
Q9H0R6	528	sp|Q9H0R6|GATA_HUMAN	6.220648	6.6852485	7.217536	7.217536
Q9H0R8	117	sp|Q9H0R8|GBRL1_HUMAN	5.940541	6.772747	6.653714	6.772747
Q9H0S4	455	sp|Q9H0S4|DDX47_HUMAN	7.281079	7.265666	7.5071	7.5071
Q9H0U3	335	sp|Q9H0U3|MAGT1_HUMAN	6.717729	6.64067	7.130173	7.130173
Q9H0U4	201	sp|Q9H0U4|RAB1B_HUMAN	7.458698	7.501511	7.6766725	7.6766725
Q9H0U6	180	sp|Q9H0U6|RM18_HUMAN	7.0486935	7.0866355	7.329926	7.329926
Q9H0U9	437	sp|Q9H0U9|TSYL1_HUMAN	5.459785	6.2775415	7.103438	7.103438
Q9H0V1	697	sp|Q9H0V1|TM168_HUMAN	5.9720925	5.878981	6.5984515	6.5984515
Q9H0V9	348	sp|Q9H0V9|LMA2L_HUMAN	6.740554	6.593885	6.906184	6.906184
Q9H0W8	520	sp|Q9H0W8|SMG9_HUMAN	6.599468	7.094471	7.2259585	7.2259585
Q9H0W9	315	sp|Q9H0W9|CK054_HUMAN	6.412545	6.162295	6.2444735	6.412545
Q9H0X4	552	sp|Q9H0X4|F234A_HUMAN	5.725495	6.316033	NA	6.316033
Q9H0X9	879	sp|Q9H0X9|OSBL5_HUMAN	5.9738675	6.074787	6.84879	6.84879
Q9H115	298	sp|Q9H115|SNAB_HUMAN	NA	NA	6.393259	6.393259
Q9H147	329	sp|Q9H147|TDIF1_HUMAN	6.4961285	6.800958	7.203522	7.203522
Q9H160	280	sp|Q9H160|ING2_HUMAN	5.99691	6.527862	6.52042	6.527862
Q9H173	461	sp|Q9H173|SIL1_HUMAN	6.241104	6.01389	6.454067	6.454067
Q9H1A3	318	sp|Q9H1A3|METL9_HUMAN	6.22008	NA	NA	6.22008
Q9H1A4	1944	sp|Q9H1A4|APC1_HUMAN	6.5374415	6.7291695	6.998163	6.998163
Q9H1B5	865	sp|Q9H1B5|XYLT2_HUMAN	5.701292	NA	5.799417	5.799417
Q9H1B7	796	sp|Q9H1B7|I2BPL_HUMAN	6.211106	6.788345	7.396235	7.396235
Q9H1C4	597	sp|Q9H1C4|UN93B_HUMAN	6.005929	6.636879	6.725774	6.725774
Q9H1E3	243	sp|Q9H1E3|NUCKS_HUMAN	6.3498525	6.910079	6.011951	6.910079
Q9H1E5	349	sp|Q9H1E5|TMX4_HUMAN	7.088349	6.839725	7.111973	7.111973
Q9H1H9	1805	sp|Q9H1H9|KI13A_HUMAN	5.508166	NA	NA	5.508166
Q9H1I8	757	sp|Q9H1I8|ASCC2_HUMAN	6.5441235	6.506289	7.056524	7.056524
Q9H1J1	476	sp|Q9H1J1|REN3A_HUMAN	6.0276215	NA	6.463283	6.463283
Q9H1K0	784	sp|Q9H1K0|RBNS5_HUMAN	6.1615815	NA	6.52952	6.52952
Q9H1K1	167	sp|Q9H1K1|ISCU_HUMAN	7.16888	NA	7.772065	7.772065
Q9H1K6	362	sp|Q9H1K6|MESD1_HUMAN	NA	NA	6.150173	6.150173
Q9H1P3	480	sp|Q9H1P3|OSBL2_HUMAN	6.724136	6.11571	6.37396	6.724136
Q9H1X3	360	sp|Q9H1X3|DJC25_HUMAN	NA	7.106395	7.157306	7.157306
Q9H1Y0	275	sp|Q9H1Y0|ATG5_HUMAN	6.5141665	6.7025895	7.133347	7.133347
Q9H1Z4	485	sp|Q9H1Z4|WDR13_HUMAN	6.502548	NA	6.456609	6.502548
Q9H204	178	sp|Q9H204|MED28_HUMAN	6.422261	NA	6.768579	6.768579
Q9H223	541	sp|Q9H223|EHD4_HUMAN	7.1008305	7.3128845	7.730443	7.730443
Q9H237	461	sp|Q9H237|PORCN_HUMAN	NA	NA	6.494961	6.494961
Q9H246	121	sp|Q9H246|CA021_HUMAN	NA	NA	6.350907	6.350907
Q9H254	2564	sp|Q9H254|SPTN4_HUMAN	NA	NA	6.498187	6.498187
Q9H267	617	sp|Q9H267|VP33B_HUMAN	6.399007	6.628338	6.972976	6.972976
Q9H269	839	sp|Q9H269|VPS16_HUMAN	6.57988	6.950078	7.1784655	7.1784655
Q9H270	941	sp|Q9H270|VPS11_HUMAN	6.441915	6.421258	6.6677265	6.6677265
Q9H299	93	sp|Q9H299|SH3L3_HUMAN	8.059562	8.427129	8.537391	8.537391
Q9H2C0	597	sp|Q9H2C0|GAN_HUMAN	6.4810255	6.4156925	6.974413	6.974413
Q9H2C2	271	sp|Q9H2C2|ARV1_HUMAN	NA	NA	6.268367	6.268367
Q9H2D1	315	sp|Q9H2D1|MFTC_HUMAN	6.29323	6.234112	6.9888985	6.9888985
Q9H2D6	2365	sp|Q9H2D6|TARA_HUMAN	6.580651	6.7134245	6.8361765	6.8361765
Q9H2F5	836	sp|Q9H2F5|EPC1_HUMAN	5.612985	NA	6.505326	6.505326
Q9H2G2	1235	sp|Q9H2G2|SLK_HUMAN	6.580026	6.8848295	7.131472	7.131472
Q9H2G4	693	sp|Q9H2G4|TSYL2_HUMAN	NA	6.292212	6.241473	6.292212
Q9H2H8	161	sp|Q9H2H8|PPIL3_HUMAN	7.206124	6.901439	7.380729	7.380729
